Carnet,Nombre,IngresoFamiliar,FechaNacimiento
202092536,Ruthann Garmston,34695.44,02/03/1994
200306583,Gael McNish,26492.16,23/07/1996
200892523,Raye Medway,22590.92,04/03/1986
201707331,Vivianna Obert,45869.2,12/04/2000
200114814,Dolley Jahns,49724.02,17/12/1996
201560870,Kelila Maris,30132.78,24/11/1996
200983730,Matthiew Borlease,30338.01,18/07/2000
201496778,Stanley Slimon,18055.15,24/11/1996
200331178,Tess Ehlerding,44945.26,17/10/1991
202017412,Hillier MacIlriach,49455.76,13/09/1992
201843593,Fonsie Godspede,48971.84,27/04/1993
201303071,Violette Stopher,35737.82,25/10/2001
201316513,Wait Robb,9303.05,24/10/1999
200916355,Galven O'Hartigan,39593.34,02/05/1995
201408580,Sabine Ranahan,41522.48,16/03/1999
200211181,Son Leivers,38479.76,04/04/1993
201074603,Cynthy Lyptrade,21347.16,12/04/1995
200678417,Milty Simonnot,28720.8,15/02/1994
200815484,Rafaello Luisetti,49665.36,13/07/1991
200685858,Livvie Nottle,20963.82,04/01/1986
200493179,Tuck Reolfo,35862.67,22/06/1999
202021258,Koo Savins,42211.68,19/01/1986
201365327,Emili Briars,41997.18,09/05/1991
201048440,Arabele Braden,34562.74,05/05/1992
201900844,Archie Conn,41904.81,16/09/2001
201852859,Mikael Beddie,17274.24,23/08/1997
200734590,Kristi Gilardoni,27629.44,10/09/1992
200760619,Dixie De la Barre,19642.98,16/10/1997
200113406,Joana Plaskitt,17808.36,13/09/2001
200464376,Chet Gipson,21905.93,03/03/1991
202097702,Elena Davana,42940.25,28/10/1999
202005578,Clevey Kennady,9519.24,24/02/1990
201317595,Francisco Delgado,36018.67,10/05/1987
202102302,Kahlil Cobley,43287.15,28/06/1989
201310791,Myrta Helsdon,16821.25,02/06/1997
202001870,Bram Dallon,18701.3,06/01/2002
201698443,Jaclyn Wishart,4858.73,03/12/1993
201542730,Hilary Edgerly,12363.91,02/03/1989
200716800,Town Osgar,38450.21,29/01/1986
201887633,Tirrell Ashfold,5827.94,15/03/1998
200969651,Junina Rosenbusch,7423.15,14/01/2001
201045486,Kiley Gueinn,47711.64,30/06/1996
201616137,Darsey Barge,24769.33,12/04/1993
200075641,Christel Hughson,42466.87,12/11/1993
200711676,Galina Pettegre,22694.86,17/11/1992
200782981,Farah Zecchinii,27234.3,13/07/1999
200836250,Edeline Berryann,36505.45,07/01/1993
200360462,Carol Sains,3153.55,29/07/1995
201875626,Ash Crannage,14376.48,03/04/1995
200487532,Juline Oakeshott,36905.77,17/12/1988
202092323,Julie Du Fray,29055.32,15/04/2001
200851361,Filberto FitzAlan,3720.28,07/12/1994
200179047,Iosep Gligoraci,37778.12,27/03/1996
201130877,Simonne Nesey,3382.2,21/03/1988
201819264,Edita Rontree,29197.38,04/09/2001
201423689,Trumann Sherland,30166.52,09/10/1993
200499376,Bria Murney,40576.17,13/02/1995
202032076,Kelci Garthshore,40376.3,15/08/1992
201698836,Fons Schrir,10847.95,20/08/2001
201557148,Leonidas Averay,46207.7,09/02/1990
200522553,Ysabel Curdell,19304.78,24/10/1992
200185757,Garek Absolom,17090.08,29/11/1995
202093662,Ashely Kubasek,12824.8,31/12/1986
200460960,Hans Prendergast,23110.34,05/10/1999
200557490,Nara Sigfrid,46524.08,17/11/2000
201521002,Charline de Mullett,19959.69,12/07/1988
201483300,Georgi Aspinell,46236.25,24/04/1991
200333332,Suzy Milborn,31007.51,04/06/1994
200703348,Anders Bringloe,9359.95,12/11/2000
200912815,Catha Gilgryst,7186.08,23/07/1996
200565079,Colman Cowap,44253.0,27/12/1988
200162998,Max Gabbitas,9498.76,14/08/2001
200299239,Carlina Dowding,23848.0,13/05/1998
201624185,Carmen Errichiello,32034.23,08/11/1999
200020424,Raina Ormonde,49304.79,23/12/1996
201105850,Moina Hawtin,25944.81,28/06/1994
202030260,Verina Freeth,19459.32,21/03/1988
200864559,Hakeem Pilkington,34389.02,30/09/1988
201541186,Lindi MacKill,12235.31,19/07/1998
201187311,Leandra Sarfatti,42701.61,02/07/1994
201675980,Elsa Klimkovich,48803.64,03/04/1987
200718351,Randall Freckelton,25236.49,21/08/1991
201198331,Kasper Scurlock,17666.19,16/09/1998
201928165,Martie Speer,17926.86,05/08/1992
200019049,Silva Tern,6143.48,10/10/1988
200323909,Leda Dunseath,9336.51,14/03/1994
202083096,Drucie Clewlow,25739.16,18/05/1997
201718249,Dorian Fewell,7503.72,09/02/2000
201551562,Trueman Twort,19175.21,05/08/1996
201028430,Adolphus Trouel,42306.48,06/08/1990
201653659,Gaye Worlock,5368.22,22/08/1999
201720743,Adamo Doppler,21293.57,25/03/1986
201592289,Franklyn Gethen,12533.77,19/04/2000
200617042,Selina Menci,26404.52,17/03/2000
201776067,Delmore Kiln,12044.52,22/03/1989
201871633,Zebulen Gabriel,30750.15,26/08/1987
200472100,Jecho Lyenyng,14570.27,01/10/1992
201940587,Candi Goodbody,11577.15,03/02/1991
201102296,Stella Wabey,48006.08,05/01/1999
201577244,Arlette Cowins,7487.35,04/01/1996
202026609,Hayward Tremonte,34785.53,15/04/1988
200485852,Christoffer Renforth,29621.44,20/09/2001
200112175,Biddie Adlard,19497.0,03/12/1994
201187963,Renelle Steere,4195.25,21/02/1996
201596848,Margarette MacHostie,49341.87,04/10/1994
201696278,Sosanna Cholwell,35751.29,15/03/1994
201485770,Shelden Whitsun,37350.38,23/05/1997
201806599,Flint Hould,41237.32,11/07/1996
202090469,Dyane Dutteridge,6759.1,19/04/2001
200048919,Murielle Hinken,41664.58,01/02/1996
200151527,Goldarina Crimp,27041.6,13/09/1987
200571244,Aimee Scroggs,42193.72,31/03/1996
201249950,Oliy Geldard,9455.3,31/07/1999
200367251,Rheta Tiesman,29743.43,03/09/1997
200804403,Rozella Brislen,12187.44,25/02/1993
201010605,Vivi Latore,9495.36,17/06/1990
201934140,Cordey Mulhall,42498.81,29/03/1988
201114456,Aharon Fernley,22087.8,28/09/1995
200077159,Sharon Accum,36537.47,27/09/1997
202005041,Ania Sherlaw,45409.39,23/10/1991
200957133,Adam Hoyer,49080.3,11/07/1994
201659619,Kristofer De Vries,40393.67,28/01/2002
201554008,Brion Gartan,49558.3,15/04/1993
202049478,Fritz Trainor,32839.09,27/12/2001
200200679,Lorna Linning,24786.78,07/09/1993
200990475,Ewart MacGovern,18485.44,15/04/1998
200479130,Quintana Duckering,32728.3,11/11/1996
200200932,Hunter Kingh,9994.01,03/09/2001
201073867,Clemmie Swadlinge,38639.8,26/04/1987
200922584,Jena Mora,39680.39,26/03/1999
201994022,Mari Courteney,26747.3,22/05/1989
200884119,Winnifred Assel,26921.09,21/11/1989
200872105,Michale Blaker,35704.85,08/02/1990
200369707,Jerrome Gorioli,24340.0,17/06/1994
201370450,Jordana Vettore,48687.78,10/12/1989
200826110,Lezley O Mullen,7961.95,31/03/1999
201543721,Corliss Reggio,26185.04,26/03/1993
200955400,Jess Battell,4215.92,25/11/1987
200718606,Prent Latimer,3230.47,08/03/1992
200971741,Paulie Master,9376.66,26/02/1993
201673271,Giraud Suarez,5342.35,15/12/1989
200132791,Elsie Wellsman,29803.45,16/03/1991
200664149,Annamarie Keigher,3712.48,15/05/1989
200782247,Shari Unworth,24650.29,27/05/1999
201337332,Archibald Bortoli,17669.11,05/11/1995
200553896,Eimile Welburn,22912.28,25/10/1988
200669164,Field Whitear,10595.23,05/06/1996
201612615,Betteann Mowbray,5374.45,11/08/1988
201861813,Claribel Cooney,6600.53,07/01/1986
201359960,Carlyle Fick,31402.92,16/12/1992
201890068,Carlye Heintz,41386.8,02/01/1986
201593498,Lorrin Ellens,28856.27,18/09/1998
201791302,Perceval Twinn,44997.5,06/08/1987
202062291,Barbe Bonas,25761.36,27/05/1989
201241131,Florina Reah,45786.7,07/05/2000
200651907,Babette McKelloch,34045.19,25/02/1988
201473387,Janice Gummie,38956.41,04/07/1992
200065689,Griffith Delouch,13737.19,09/04/2001
202045567,Lyell De Gogay,32430.8,07/03/1998
200482012,Burty Dabney,39541.28,23/12/1993
201733152,Dena Flockhart,33381.88,13/04/1991
201682246,Blake Coxall,11111.18,09/10/1993
201468212,Emanuel Mcmanaman,11195.15,24/03/2001
202107801,Federico Aggett,12483.1,17/04/1997
202038409,Henrieta Froom,44955.74,20/05/1998
201936730,Cammy Bawcock,10882.25,23/06/2000
200944372,Curtis Escoffrey,27813.95,10/12/1989
200445562,Kellen Cookney,32896.51,23/03/1998
201275776,Felicity Trowle,43570.07,20/03/1989
201718719,Dorey Randleson,12558.6,17/02/1997
201074969,Delia Storrah,35477.66,05/05/1993
200128371,Rock Lealle,27224.25,21/03/1992
201091267,Lydia Harkess,27676.04,26/09/2001
201435304,Wyndham Richarz,17641.62,17/04/1989
200732570,Daphne Garrattley,30710.44,26/11/1999
201665472,Millicent Shallow,14256.48,23/03/1997
200677686,Dedie Tesauro,13449.82,24/01/1995
200389060,Jelene Stigger,14986.14,08/01/1997
200337490,Ferrell Seine,4081.52,13/03/1992
200663638,Vicky Emmet,22775.73,13/07/1988
200360893,Gav O'Kielt,5699.43,04/02/1997
201718899,Jena Stithe,15904.0,12/02/1993
201628090,Francyne Beston,43698.96,23/01/2002
200676341,Janet Sinkinson,26866.9,24/02/1993
200490103,Delia Nare,17236.34,25/11/1993
201492452,Marne Hinkensen,10300.39,24/01/1994
201752191,Kori Fulep,20787.39,19/10/1994
201132823,Georgia Rainforth,21109.22,07/01/1994
201530044,Morissa Potte,29638.12,09/06/1988
201731980,Chrissie Cossar,42264.44,01/09/1986
200045969,Aksel Derrell,18693.29,02/05/1999
200949141,Devland Stickford,47964.71,06/01/1996
201904381,Willa Joyes,28763.35,08/08/1992
201679026,Giorgi Pherps,19890.89,15/07/1989
201836291,Jacquie Upstell,25001.96,08/05/1987
201051264,Kacey Rawet,46308.52,04/04/1987
200405896,El Renison,41897.88,25/11/1987
201750506,Ezequiel Ingall,38728.06,08/09/1989
200889552,Adelaida Trouncer,43192.28,04/12/1990
201818727,Dante Mansfield,18924.53,29/12/1989
200148119,Alanna Lennox,3712.71,04/11/1998
201460146,Hy Girvan,26876.35,18/04/1999
200464753,Francine Beauman,47441.03,22/06/1998
200114512,Vanna Ghidoli,11882.7,06/08/1990
201097497,Laughton Tanman,24567.47,28/05/1993
201597368,Lyn Naismith,36036.26,13/06/1989
201879378,Reamonn Cregin,16252.01,30/12/1990
200892313,Susana McEnery,14245.41,10/12/1988
202107504,Gunner Girt,19202.62,11/06/1992
200194661,Maison Huntington,28820.52,04/11/1997
200508917,Debi Clewes,38974.44,10/07/1996
201919855,Rodger Brasse,40438.97,04/01/2001
201988111,Urbanus Wellings,41275.13,02/07/1997
201222101,Randie Eyckelbeck,39686.48,02/10/1986
200749593,Maren Phipp,32673.15,22/05/1999
201690012,Andrey De Nisco,8688.46,24/01/1995
200675593,Cornelia Byers,20722.02,12/03/1993
200521162,Lorine Orr,18199.1,15/11/2001
201855878,Mel Eyden,10836.61,19/05/1993
200955948,Arni Shropshire,21578.08,04/04/1995
200284884,Kay Cogdell,20198.9,02/01/1999
200823440,Tammie De Maria,42933.0,17/07/1986
201416557,Merrili Halksworth,21357.31,25/01/1991
201134233,Adda Petrozzi,33059.98,25/08/1991
200402474,Collete Siggens,9127.13,28/05/1990
201324426,Stefa Hundey,15336.06,03/02/1997
200354135,Anna-maria Wishkar,12492.88,29/06/2000
200622154,Elfie Ong,29016.12,20/02/1998
201645806,Sanford Hugnin,48573.29,07/10/1995
201931554,Carissa Cortnay,37194.7,03/11/1987
200956860,Berta Flancinbaum,20994.57,24/12/1991
200183510,Berny Gautrey,17587.97,03/12/1996
201882689,Cesya Nichol,4923.11,03/01/1999
200965366,Wyatt Varnham,47012.46,19/09/1994
200085822,Cece Fellis,28942.63,04/11/1992
201674669,Zachary McIntee,49365.98,05/11/2001
201559981,Glen Shave,10048.97,16/01/1993
201054121,Saba Gillford,32790.98,21/04/1991
201330541,Bren Woofenden,24578.78,31/03/2001
201382018,Lilllie Einchcombe,29225.72,17/05/1998
201419916,Chauncey Dabney,28249.33,23/06/1991
201435031,Ronda Kerr,4146.3,16/05/1994
200446991,Raddie Lilbourne,13829.06,12/07/1998
202090083,Reilly Spinney,30091.07,05/09/1995
201976258,Ardra Maskelyne,46524.74,03/05/1986
201497521,Ailis Ellard,18825.45,03/06/1995
201923787,Shawnee Drepp,15912.37,28/11/1996
201685317,Pauletta Limeburner,24707.79,20/06/1988
200355727,Cornell Pestricke,19698.97,03/10/1988
200351503,Donavon Tregensoe,38907.98,24/05/1988
201136463,Carita Camier,14833.84,05/09/1998
201341639,Billy Paylor,27069.31,03/03/1996
201371428,Margarette Whatmough,7285.66,12/12/2000
200290652,Janot Slewcock,31132.28,24/11/1990
201803824,Keefe Skamal,28370.82,20/05/1987
201053000,Cordell Hattam,32536.62,16/03/1988
201256831,Petey Petrozzi,33471.28,20/12/2000
202010563,Inger Valois,40425.49,15/05/1986
202094426,Norris Fort,47403.13,25/02/2001
200277527,Bartie Rubinowitz,24496.05,19/06/1986
201679282,Dale Baudesson,14089.18,28/06/2000
201610823,Keven Eadington,29742.63,07/01/1986
200144733,Andy Layus,36972.15,23/10/1995
200654352,Barbara-anne Storry,30216.11,19/08/1993
201335446,Zolly Coalbran,39615.61,26/04/2001
201555779,Goldina Utley,32108.72,18/10/1987
200664072,Abbie Wyburn,22495.77,18/01/1995
200898506,Alex Kolak,44695.22,20/10/1989
200050423,Angie Florentine,37204.45,16/08/1991
200425100,Ricardo Proudlove,38705.33,20/01/1987
201004609,Cammy Eckert,29046.74,22/03/1986
200935689,Wakefield Glasscoe,3722.53,27/06/1993
201851792,Dimitry Gronou,32832.84,10/02/2000
201667395,Asa Penhalewick,9037.28,24/06/2000
200766317,Jerrie Missen,30539.39,13/04/1989
201259435,Karyl Arnal,28684.22,17/10/1991
201427400,Jacobo Corben,44224.91,22/01/1997
201427046,Natalya Sherrington,49258.02,10/04/1999
201737448,Letisha Boothman,29451.32,28/02/1991
200510181,Stafani McKevitt,22263.31,16/10/1989
200078047,Ryann Camelli,15645.01,06/04/1987
200361748,Abraham Mattson,3587.38,11/06/2001
201032853,Haroun Crim,38753.55,15/10/1989
200195950,Michelle Mocker,35436.88,25/12/1991
200644972,Kellie Gammon,35423.76,13/02/1997
201887112,Ivonne Woodhouse,35224.19,06/12/1990
201465732,Violante Oatley,15023.2,30/10/1994
200164740,Gwenneth Mansfield,47476.84,14/06/1997
200118141,Jamima Waylen,16433.95,28/07/1996
201503560,Stanfield Frane,35634.24,11/02/1987
200397310,Abdel Di Biaggi,15636.18,24/09/1999
201141875,Ave Smeaton,49874.31,24/12/1988
201464914,Lyndsie Stepto,40637.62,12/09/1999
200851092,Neille Paybody,13290.42,13/06/1990
200667447,Jamill Jenton,6170.85,24/07/2000
201559448,Reilly Baden,41552.79,10/08/1986
201290325,Carr Ainslie,7886.91,25/05/1987
200352076,Storm Blint,21813.34,02/08/2001
200570710,Irwinn Ovenden,13459.22,13/06/1998
200649409,Katharina Robb,23786.88,07/10/1990
201756114,Chere Hanselman,15583.53,20/06/2000
201181460,Pier Theriot,14694.68,27/05/1997
201332972,Levi Stollmeyer,30373.0,30/01/1999
200228866,Mignon Batrip,38438.5,23/10/1986
201555370,Hyacinthie Hurton,32603.47,31/03/1999
201655443,Christina Lower,5384.23,11/09/1996
201959376,Brita Tonepohl,47790.76,05/10/2000
201955194,Kirby Gauler,10215.92,30/06/1993
200668830,Aundrea Darbey,8268.65,11/06/1993
201382853,Aile Lalonde,21118.19,16/10/1991
201469483,Culver Ogilvie,40952.55,06/02/1987
201433332,Denni Emmanuel,46698.23,15/05/2000
201914934,Gerhard Fairman,10578.4,21/10/1999
201357044,Geraldine Brizell,46543.96,16/07/1990
201892766,Aksel Chinge de Hals,22938.93,01/06/1989
200990758,Cyrill Gilfoy,8192.53,20/01/1996
200582900,Inna MacCurtain,19218.55,17/04/1987
200207747,Agneta Caldwell,20624.99,23/12/1999
201070594,Gisela Taplin,15453.63,07/05/1989
201316005,Perren Gronous,14676.65,29/09/1990
202093507,Isabelita Welch,10038.97,31/03/1991
201713488,Marlie Renforth,25600.25,10/03/1993
200762128,Martyn Storrier,41572.34,15/01/1992
201867831,Row Meryett,42133.77,13/08/1993
200121323,Lennard O'dell,44467.23,15/05/2001
200966865,Julie Saltmarsh,45507.04,01/06/1986
201481166,Gilly Bischop,10397.3,19/12/2000
200567008,Torrie Zambon,11738.4,28/07/1998
201199382,Lazare Cayzer,10656.45,06/02/2002
201796145,Riobard Inns,19870.51,08/02/1999
201081919,Willis Trimble,27164.34,25/06/1986
201358062,Karel Monckman,28169.6,06/11/1989
200135858,Wynny Routh,39577.2,23/02/1993
201230602,Hilton Moynihan,5421.51,03/10/2001
200198606,Ariel Scammell,3968.36,13/07/1986
201966429,Gusta Schutter,34060.38,13/06/1986
201198287,Dwain Gurdon,19049.04,15/02/1986
200316834,Hamish Jentges,7101.05,18/03/1993
200346630,Gilli Saltrese,27986.63,22/07/1986
200603807,Caitrin Duckerin,38360.66,30/07/1988
201647730,Katerina Jakubovski,44362.74,07/09/1990
200585827,Olimpia Massow,44744.57,17/12/1989
200468842,Langston Noell,21096.54,13/06/1993
201919462,Josephina Peaker,21336.47,04/08/1994
201893945,Cherish Radke,30508.69,31/08/1987
201414501,Nancey Jaqueme,8389.23,06/02/1994
200241589,Randy Swigg,17231.01,02/09/1990
200721105,Evelyn Yeliashev,6355.01,31/05/1990
200559951,Christophorus Portugal,32005.32,14/04/1991
200536242,Sascha MacLaig,5871.32,17/07/1999
200907165,Rufe Davidof,23582.69,08/10/1986
200180347,Misti Haryngton,14971.35,06/04/2000
200407152,Ogden St Ledger,34164.43,03/05/1998
201459833,Ricki Barczewski,25255.17,13/11/1990
201571662,Brook Meckiff,4835.59,25/04/1987
202091361,Callean Jadczak,23605.35,01/01/1999
201215596,Charmion Audry,39637.25,05/09/1997
201779847,Tally Kobpal,9543.68,10/04/1996
202057956,Kin Smythin,26872.72,18/01/2001
201228117,Hayward Knoton,42562.97,03/09/2000
201587126,Blondie Durtnell,8620.03,26/10/1988
201768815,Jolynn McNiven,7048.14,04/10/1986
200195008,Rustin Joutapavicius,40664.06,13/02/1997
201961664,Jacquetta Aitken,30493.61,02/04/1999
200663015,Arney Docharty,45344.8,12/08/1995
201918509,Gratia Danslow,47902.71,27/11/1987
201301407,Ranique Castilljo,37331.24,08/10/2001
201746487,Theo McKinlay,25428.51,24/03/1992
201932688,Murvyn Fisher,44019.78,17/01/1989
201950889,Caz Sibson,25191.8,14/08/1997
201473608,Belinda Prover,34842.72,16/04/1993
200720351,Zebedee Loffel,35355.53,10/10/1987
202078348,Tudor Steadman,40968.47,19/01/1992
200550273,Brose Tregonna,27801.8,05/03/2001
200684693,Ninnetta Conti,13861.61,02/06/1987
200511763,Ruggiero Merrgen,28513.18,30/03/1999
200624873,Demetris Agass,12761.35,15/06/1987
200448615,Felice Curmi,31027.19,06/02/1999
200940113,Millisent Everal,40178.51,30/03/1993
201602099,Alissa Kolakowski,14285.58,12/06/1995
200883759,Joeann Reiners,21626.41,28/04/1988
200100747,Dorris Pesak,13433.76,08/03/1995
200471053,Del McPeeters,39135.06,31/03/1999
201068164,Erinn Voff,18680.5,14/07/1996
200837375,Virgina Dechelle,29084.57,19/12/1989
200955544,Malva Kowal,42109.57,11/07/1996
201187609,Lanny Skaife d'Ingerthorpe,26025.93,22/02/1990
200325046,Tobias Carruth,22522.94,25/10/1992
201905718,Brynn Fulmen,16693.18,07/07/1996
200302197,Odelinda Rubinshtein,8702.72,05/08/1991
201067373,Alexine Brandoni,4629.94,10/02/1993
201946016,Gasparo Giovanetti,11099.92,01/04/1998
201388585,Benito O'Bradain,34198.29,25/05/1995
201539565,Hymie Trevance,32983.16,07/11/1992
200269708,Cleopatra Cuttler,27002.24,04/09/2001
201487772,Garrek Plait,6667.37,06/10/1995
200454469,Jasmina Gehrtz,29610.45,07/11/1990
200264034,Kerstin Willis,48171.75,07/12/1991
200483318,Clair Botterman,14715.95,22/10/1998
201291174,Hillery Clamp,8056.85,28/09/1999
201276749,Gert Caramuscia,24777.82,20/07/1992
200171002,Ebenezer Stittle,47427.5,25/12/2001
201640346,Marice Lamswood,31858.63,20/01/1999
200314745,Portie Laundon,48364.56,21/02/1998
201626682,Allen Burl,20866.89,16/01/1989
201555224,Kaylyn Dingwall,18313.88,30/12/2000
202091431,Veradis MacCurlye,32028.35,13/10/2000
201854855,Conny Shortt,48852.37,23/10/1987
200109741,Paolo Arkley,49793.74,20/10/2001
200722479,Ethelda Buterton,36492.02,23/11/1989
200105382,Gilberto Scorer,34275.95,06/02/2000
201148973,Michel Cushion,48765.68,18/04/2001
200858433,Martina Lauxmann,27035.53,14/07/1986
201619036,Kassia Deem,48336.77,27/08/1998
201469118,Stearne Roselli,49585.06,02/06/2001
200846623,Vinni Layborn,3981.57,21/06/1988
200941183,Raymond McGeechan,29757.48,20/09/1988
201944941,Marlie O' Liddy,40107.47,23/12/1987
201355754,Wood Groneway,47758.68,24/02/1995
200575186,Emmy Mussotti,46324.94,03/10/1998
201738731,Ree Broinlich,25382.76,15/12/2001
201022798,Zondra Camlin,5852.55,12/04/1990
202097867,Halie Huggen,32029.5,16/04/1994
201283778,Janina Matteoni,44120.87,11/01/2001
201970525,Natalya Dubbin,35139.66,12/05/1998
201358162,Wandie Tarply,36492.52,11/12/1998
201857700,Janene Etherton,40114.37,16/01/1990
201605636,Viviene Speck,7774.08,31/01/1994
201254105,Terrel McGinn,42562.09,26/02/2002
201315477,Kaitlin Kirwan,41506.78,01/03/1996
200283666,Lee Fairholm,25597.68,11/11/1993
200584654,Eadmund Dignall,4261.48,12/08/1991
200940754,Verile Hauck,44283.15,25/05/1988
201917838,Tad Mc Gee,43919.06,13/03/2000
200848445,Devonne Pawden,35204.67,06/03/1999
201159552,Nicol Hartwell,37013.8,25/04/1995
200903862,Basilio Bartelli,10263.74,03/07/1991
200714387,Alexandra Whatling,39056.52,26/06/1995
201561124,Guthrey Utridge,41958.17,19/10/1991
201235776,Mar Craine,23295.13,21/11/1992
202049841,Wandie Staten,29523.5,10/05/1991
201558278,Candace Walcar,33874.73,02/02/1990
201890217,Padraic Munden,4157.06,20/11/1998
201167556,Bevin McOwen,17492.55,13/09/1996
201051832,Michael Whyte,21376.9,06/06/1999
201631221,Elsworth Jehu,15204.85,14/07/1986
200173933,Sarena Bromhead,8261.36,28/07/1996
201198624,Ware Woolham,6790.79,10/12/1999
200176659,Madelyn Warhurst,14894.69,20/06/1987
200611667,Maren Di Ruggiero,39379.47,27/09/1991
201651798,Carmina Keijser,27953.29,27/07/1990
